	Line 262: 05:28.625	ID:22	30 0 327 0 3084 50 1 0 13877 11320 12851 55 2048 0 487 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 0
	Line 267: 05:48.759	ID:22	-22025,347,347,4
	Line 268: 05:48.788	ID:22	30 0 347 0 1028 45 2 0 12338 13618 13100 14132 43520 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 270: 05:53.963	ID:22	-6610,353,353,11
	Line 272: 05:53.999	ID:22	30 0 353 0 2827 45 1 0 12598 11312 13619 51 2048 0 230 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 276: 05:54.492	ID:22	32553,353,353,5
	Line 277: 05:54.528	ID:22	30 0 353 0 1285 51 1 0 13621 11315 13619 51 2048 0 485 0 4732 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 1 41712
	Line 279: 05:56.132	ID:22	30761,355,355,2
	Line 280: 05:56.168	ID:22	30 0 355 0 514 51 2 0 13879 11313 13619 53 2048 0 230 0 4726 4642 22706 4642 1 15 60530 35414 23240 0 9168 4834 23718 57167
	Line 282: 06:00.725	ID:22	10393,359,359,10
	Line 283: 06:00.762	ID:22	30 0 359 0 2570 49 1 0 14643 11315 13619 57 2048 35334 33619 0 752 0 10696 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 285: 06:02.483	ID:22	-6065,361,361,5
	Line 286: 06:02.519	ID:22	30 0 361 0 1285 45 1 0 13872 11317 13875 49 2048 0 230 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 294: 06:12.122	ID:22	14556,371,371,2
	Line 295: 06:12.158	ID:22	30 0 371 0 514 49 2 0 13621 11318 14131 49 2048 0 231 0 4726 4642 22706 1 63492 1 6186 63492 36188 4414 5528 32422 0 41712
	Line 297: 06:13.487	ID:22	1381,372,372,1
	Line 298: 06:13.522	ID:22	30 0 372 0 257 49 1 0 12600 13100 12855 2048 2048 0 424 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 0
	Line 306: 06:24.481	ID:22	-9086,383,383,15
	Line 307: 06:24.517	ID:22	30 0 383 0 3855 45 1 0 14384 11318 14387 51 2048 0 229 0 4732 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 1 41712
	Line 312: 06:30.890	ID:22	7917,390,389,14
	Line 313: 06:30.927	ID:22	30 0 389 0 3598 55 1 0 14129 13100 12345 2048 2048 0 231 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 318: 06:41.257	ID:22	-25190,400,400,6
	Line 319: 06:41.294	ID:22	30 0 400 0 1542 45 1 0 12597 12345 13356 12336 2048 0 231 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 321: 06:47.716	ID:22	-14529,406,406,10
	Line 322: 06:47.753	ID:22	30 0 406 0 2570 45 1 0 13620 14642 13356 13872 2048 0 231 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 324: 06:47.956	ID:22	9406,407,407,12
	Line 325: 06:47.993	ID:22	30 0 407 0 3084 57 1 0 13872 13356 14128 2048 2048 0 230 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 327: 06:48.203	ID:22	11100,407,407,11
	Line 328: 06:48.238	ID:22	30 0 407 0 2827 49 1 0 12337 11312 12340 55 2048 0 405 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 0
	Line 330: 06:50.479	ID:22	-15235,409,409,18
	Line 331: 06:50.514	ID:22	30 0 409 0 4626 45 2 0 12853 13619 13356 14640 2048 0 231 0 4726 4642 22706 4642 1 15 60530 35414 23240 0 34346 59254 0 0
	Line 333: 06:52.845	ID:22	-9618,411,411,16
