	Line 399: 05:00.761	ID:21	30 0 299 0 3341 45 1 0 14137 11321 14642 57 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 401: 05:02.536	ID:21	-5332,301,301,7
	Line 402: 05:02.563	ID:21	30 0 301 0 1799 45 1 0 13107 11314 12339 49 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 404: 05:08.559	ID:21	7624,307,307,19
	Line 405: 05:08.586	ID:21	30 0 307 0 4883 55 1 0 13362 13100 14128 0 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 407: 05:09.612	ID:21	4350,309,308,8
	Line 408: 05:09.649	ID:21	30 0 308 0 2056 52 2 0 12341 13100 14640 2048 2048 0 192 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 410: 05:12.563	ID:21	29133,311,311,9
	Line 411: 05:12.598	ID:21	30 0 311 0 2313 50 1 0 13105 11315 12595 49 2048 0 229 0 4726 4642 22706 4642 1 15 60530 35414 23240 0 33745 34346 59254 1
	Line 419: 05:22.383	ID:21	-12111,321,321,18
	Line 420: 05:22.420	ID:21	30 0 321 0 4626 45 1 0 12594 12593 13100 12594 2048 0 149 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 423: 05:24.587	ID:21	20744,323,323,6
	Line 424: 05:24.614	ID:21	30 0 323 0 1542 50 1 0 13367 11316 12851 51 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 426: 05:25.329	ID:21	-6279,324,324,10
	Line 427: 05:25.356	ID:21	30 0 324 0 2570 45 1 0 14130 11321 12851 52 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 429: 05:26.205	ID:21	27169,325,325,13
	Line 430: 05:26.232	ID:21	30 0 325 0 3341 50 1 0 13873 11321 12851 53 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 432: 05:26.881	ID:21	-4121,326,325,15
	Line 433: 05:26.908	ID:21	30 0 325 0 3855 45 1 0 12849 11313 12851 54 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 435: 05:31.004	ID:21	7917,330,329,14
	Line 436: 05:31.039	ID:21	30 0 329 0 3598 55 2 0 14129 13100 12339 2048 2048 0 231 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 0
	Line 438: 05:31.878	ID:21	15345,331,330,2
	Line 439: 05:31.905	ID:21	30 0 330 0 514 49 2 0 13363 11317 13107 49 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 441: 05:36.517	ID:21	29586,335,335,11
	Line 442: 05:36.549	ID:21	30 0 335 0 2827 50 1 0 14389 11318 13107 53 2048 0 435 0 34346 59254 41712 1 1 0 1280 0 19620 0 8 32422 0 41712
	Line 448: 05:45.607	ID:21	13964,344,344,1
	Line 449: 05:45.643	ID:21	30 0 344 0 257 49 1 0 13881 11316 13363 52 2048 0 229 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 453: 06:06.479	ID:21	12973,365,365,7
	Line 455: 06:06.506	ID:21	30 0 365 0 1799 49 1 0 14137 11315 13875 53 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 456: 06:06.670	ID:21	-2664,366,365,8
	Line 457: 06:06.698	ID:21	30 0 365 0 2056 45 2 0 13878 11316 13875 54 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 459: 06:11.381	ID:21	-2178,370,370,15
	Line 460: 06:11.408	ID:21	30 0 370 0 3855 45 1 0 14129 11320 14131 48 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 462: 06:12.465	ID:21	-22953,371,371,2
	Line 463: 06:12.502	ID:21	30 0 371 0 514 45 2 0 14642 13109 13100 12599 2048 0 231 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 465: 06:16.143	ID:21	-4195,375,374,19
	Line 466: 06:16.180	ID:21	30 0 374 0 4883 45 1 0 14641 11317 14131 53 0 29803 4834 23422 18 18 35454 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 472: 06:21.368	ID:21	-15081,380,380,10
	Line 473: 06:21.405	ID:21	30 0 380 0 2570 45 1 0 12341 12600 13100 12344 2048 0 189 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 475: 06:31.382	ID:21	20832,390,390,11
	Line 476: 06:31.418	ID:21	30 0 390 0 2827 50 1 0 13112 11314 14643 48 2048 0 75 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 485: 06:39.648	ID:21	10400,398,398,13
	Line 486: 06:39.675	ID:21	30 0 398 0 3341 49 1 0 12340 11312 14643 56 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 488: 06:48.685	ID:21	-16714,407,407,1
	Line 489: 06:48.719	ID:21	30 0 407 0 257 45 1 0 14134 13361 13356 14128 2048 0 9 0 4726 4642 34346 59254 41712 1 1 10506 0 32768 1 32422 0 41712
	Line 491: 06:51.197	ID:21	22451,410,410,14
	Line 492: 06:51.233	ID:21	30 0 410 0 3598 50 2 0 13620 11313 12596 48 2048 0 181 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 494: 06:54.807	ID:21	-6935,414,413,18
	Line 495: 06:54.834	ID:21	30 0 413 0 4626 45 1 0 13113 11317 12596 52 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 497: 06:56.020	ID:21	-8037,415,414,6
	Line 498: 06:56.056	ID:21	30 0 414 0 1542 45 1 0 13104 11319 12596 53 2048 0 485 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 500: 07:00.987	ID:21	26685,419,419,9
	Line 501: 07:01.014	ID:21	30 0 419 0 2313 50 1 0 14390 11317 12596 57 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 503: 07:01.504	ID:21	24831,420,420,13
	Line 504: 07:01.531	ID:21	30 0 420 0 3341 50 1 0 13112 11313 12852 48 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 513: 07:12.311	ID:21	2204,431,431,10
	Line 514: 07:12.338	ID:21	30 0 431 0 2570 50 1 0 13360 13356 12595 0 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 516: 07:20.913	ID:21	30451,440,439,8
	Line 517: 07:20.949	ID:21	30 0 439 0 2056 51 2 0 13620 11313 13364 48 2048 0 448 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
